currency,month,value
Pakistani Rupee,01/1999,46.115
Pakistani Rupee,09/1999,51.7231476190476
Pakistani Rupee,10/1998,46.115
Pakistani Rupee,12/1998,46.115
Nuevo Sol,02/2000,NaN
Nuevo Sol,01/1999,NaN
Nuevo Sol,09/1999,NaN
Nuevo Sol,10/1998,NaN
Nuevo Sol,12/1998,NaN
Philippine Peso,02/2000,NaN
Philippine Peso,01/1999,NaN
Philippine Peso,09/1999,NaN
Philippine Peso,10/1998,NaN
Philippine Peso,12/1998,NaN
Polish Zloty,02/2000,NaN
Polish Zloty,01/1999,NaN
Polish Zloty,09/1999,NaN
Polish Zloty,10/1998,NaN
Polish Zloty,12/1998,NaN
Qatar Riyal,02/2000,3.6399999999999997
Qatar Riyal,01/1999,3.6399999999999997
Qatar Riyal,09/1999,3.64
Qatar Riyal,10/1998,3.64
Qatar Riyal,12/1998,3.64
Russian Ruble,02/2000,NaN
Russian Ruble,01/1999,NaN
Russian Ruble,09/1999,NaN
Russian Ruble,10/1998,NaN
Russian Ruble,12/1998,NaN
Saudi Arabian Riyal,02/2000,3.7449999999999997
Saudi Arabian Riyal,01/1999,3.7449999999999997
Saudi Arabian Riyal,09/1999,3.745
Saudi Arabian Riyal,10/1998,3.745
Saudi Arabian Riyal,12/1998,3.745
Singapore Dollar,02/2000,1.7006350000000001
Singapore Dollar,01/1999,1.6780684210526315
Singapore Dollar,09/1999,1.6959681818181815
Singapore Dollar,10/1998,1.640280952380952
Singapore Dollar,12/1998,1.6530227272727274
South African Rand,02/2000,6.318761904761904
South African Rand,01/1999,5.9838000000000005
South African Rand,09/1999,6.056452380952382
South African Rand,10/1998,5.797476190476189
South African Rand,12/1998,5.892190476190477
Sri Lanka Rupee,02/2000,72.83350000000002
Sri Lanka Rupee,01/1999,67.94777777777777
Sri Lanka Rupee,09/1999,71.21159090909092
Sri Lanka Rupee,10/1998,66.28675
Sri Lanka Rupee,12/1998,67.52630952380953
Swedish Krona,02/2000,8.646190476190476
Swedish Krona,01/1999,7.819305263157894
Swedish Krona,09/1999,8.22
Swedish Krona,10/1998,7.8489545454545455
Swedish Krona,12/1998,8.052599999999998
Swiss Franc,02/2000,1.633542857142857
Swiss Franc,01/1999,1.3836499999999998
Swiss Franc,09/1999,1.5253227272727272
Swiss Franc,10/1998,1.3356113636363636
Swiss Franc,12/1998,1.359118181818182
Thai Baht,02/2000,37.707300000000004
Thai Baht,01/1999,36.568125
Thai Baht,09/1999,39.83836363636363
Thai Baht,10/1998,38.140904761904764
Thai Baht,12/1998,36.2476875
Trinidad And Tobago Dollar,02/2000,6.270590476190478
Trinidad And Tobago Dollar,01/1999,6.2757000000000005
Trinidad And Tobago Dollar,09/1999,6.271581818181819
Trinidad And Tobago Dollar,10/1998,6.281895238095238
Trinidad And Tobago Dollar,12/1998,6.265842857142856
Tunisian Dinar,02/2000,NaN
Tunisian Dinar,01/1999,NaN
Tunisian Dinar,09/1999,NaN
Tunisian Dinar,10/1998,NaN
Tunisian Dinar,12/1998,NaN
U.A.E. Dirham,02/2000,3.6725000000000003
U.A.E. Dirham,01/1999,3.6725000000000003
U.A.E. Dirham,09/1999,3.6725
U.A.E. Dirham,10/1998,3.6725
U.A.E. Dirham,12/1998,3.6725
Peso Uruguayo,02/2000,NaN
Peso Uruguayo,01/1999,NaN
Peso Uruguayo,09/1999,NaN
Peso Uruguayo,10/1998,NaN
Peso Uruguayo,12/1998,NaN
Bolivar Fuerte,02/2000,NaN
Bolivar Fuerte,01/1999,NaN
Bolivar Fuerte,09/1999,NaN
Bolivar Fuerte,10/1998,NaN
Bolivar Fuerte,12/1998,NaN
Euro(1),02/2000,0.9834238095238094
Euro(1),01/1999,1.1607800000000004
Euro(1),09/1999,1.0500772727272727
Euro(1),10/1998,1.18398
Euro(1),12/1998,1.1714015000000002
Euro(1),06/1999,1.0377545454545454
Japanese Yen,02/2000,109.3415
Japanese Yen,01/1999,113.18105263157895
Japanese Yen,09/1999,107.57150000000001
Japanese Yen,10/1998,121.29818181818182
Japanese Yen,12/1998,117.62250000000002
Japanese Yen,06/1999,120.90181818181817
U.K. Pound Sterling(1),02/2000,1.6000619047619045
U.K. Pound Sterling(1),01/1999,1.6511
U.K. Pound Sterling(1),09/1999,1.6229500000000008
U.K. Pound Sterling(1),10/1998,1.6945818181818182
U.K. Pound Sterling(1),12/1998,1.6704428571428576
U.K. Pound Sterling(1),06/1999,1.5957227272727275
U.S. Dollar,02/2000,1
U.S. Dollar,01/1999,1
U.S. Dollar,09/1999,1
U.S. Dollar,10/1998,1
U.S. Dollar,12/1998,1
U.S. Dollar,06/1999,1
Algerian Dinar,02/2000,NaN
Algerian Dinar,01/1999,NaN
Algerian Dinar,09/1999,NaN
Algerian Dinar,10/1998,NaN
Algerian Dinar,12/1998,NaN
Algerian Dinar,06/1999,NaN
Australian Dollar(1),02/2000,0.6291190476190476
Australian Dollar(1),01/1999,0.6316210526315791
Australian Dollar(1),09/1999,0.6488
Australian Dollar(1),10/1998,0.6188476190476191
Australian Dollar(1),12/1998,0.6191952380952381
Australian Dollar(1),06/1999,0.6555571428571428
Bahrain Dinar,02/2000,0.3760000000000001
Bahrain Dinar,01/1999,0.3760000000000001
Bahrain Dinar,09/1999,0.3760000000000001
Bahrain Dinar,10/1998,0.3760000000000001
Bahrain Dinar,12/1998,0.3760000000000001
Bahrain Dinar,06/1999,0.3760000000000001
Botswana Pula(1),02/2000,0.21119
Botswana Pula(1),01/1999,0.22089999999999999
Botswana Pula(1),09/1999,0.2183473684210526
Botswana Pula(1),10/1998,4.419191578947368
Botswana Pula(1),12/1998,0.2233157894736842
Botswana Pula(1),06/1999,0.21549545454545455
Brazilian Real,02/2000,1.7755550000000002
Brazilian Real,01/1999,1.4623899999999999
Brazilian Real,09/1999,1.8987349999999998
Brazilian Real,10/1998,1.1872047619047619
Brazilian Real,12/1998,1.2042090909090908
Brazilian Real,06/1999,1.7624523809523809
Brunei Dollar,02/2000,1.7006350000000001
Brunei Dollar,01/1999,1.6698833333333332
Brunei Dollar,09/1999,1.6959681818181815
Brunei Dollar,10/1998,1.6297650000000004
Brunei Dollar,12/1998,1.6395176470588237
Brunei Dollar,06/1999,1.7121181818181819
Canadian Dollar,02/2000,1.4510666666666665
Canadian Dollar,01/1999,1.5192050000000004
Canadian Dollar,09/1999,1.4768238095238095
Canadian Dollar,10/1998,1.545042857142857
Canadian Dollar,12/1998,1.541957142857143
Canadian Dollar,06/1999,1.4690954545454544
Chilean Peso,02/2000,503.61899999999997
Chilean Peso,01/1999,472.4749999999999
Chilean Peso,09/1999,490.5915000000001
Chilean Peso,10/1998,466.85249999999996
Chilean Peso,12/1998,469.9953333333333
Chilean Peso,06/1999,489.16700000000003
Chinese Yuan,02/2000,8.278120000000001
Chinese Yuan,01/1999,8.278699999999999
Chinese Yuan,09/1999,8.277440000000002
Chinese Yuan,10/1998,8.2777
Chinese Yuan,12/1998,NaN
Chinese Yuan,06/1999,8.277986363636364
Colombian Peso,02/2000,1
Colombian Peso,01/1999,1
Colombian Peso,09/1999,1.1428571428571428
Colombian Peso,10/1998,1
Colombian Peso,12/1998,1
Colombian Peso,06/1999,1
Czech Koruna,02/2000,NaN
Czech Koruna,01/1999,NaN
Czech Koruna,09/1999,NaN
Czech Koruna,10/1998,NaN
Czech Koruna,12/1998,NaN
Czech Koruna,06/1999,NaN
Danish Krone,02/2000,7.562347619047619
Danish Krone,01/1999,6.407685000000001
Danish Krone,09/1999,7.07755
Danish Krone,10/1998,6.228068181818181
Danish Krone,12/1998,6.347542857142858
Danish Krone,06/1999,7.158336363636363
Hungarian Forint,02/2000,259.9528571428571
Hungarian Forint,01/1999,NaN
Hungarian Forint,09/1999,242.97
Hungarian Forint,10/1998,NaN
Hungarian Forint,12/1998,NaN
Hungarian Forint,06/1999,NaN
Icelandic Krona,02/2000,73.07473684210527
Icelandic Krona,01/1999,69.44526315789476
Icelandic Krona,09/1999,72.59909090909092
Icelandic Krona,10/1998,68.4659090909091
Icelandic Krona,12/1998,69.69950000000003
Icelandic Krona,06/1999,74.35857142857144
Indian Rupee,02/2000,43.61285714285715
Indian Rupee,01/1999,42.507999999999996
Indian Rupee,09/1999,43.53818181818182
Indian Rupee,10/1998,42.34499999999999
Indian Rupee,12/1998,42.554090909090895
Indian Rupee,06/1999,43.13727272727272
Indonesian Rupiah,02/2000,NaN
Indonesian Rupiah,01/1999,NaN
Indonesian Rupiah,09/1999,NaN
Indonesian Rupiah,10/1998,NaN
Indonesian Rupiah,12/1998,NaN
Indonesian Rupiah,06/1999,NaN
Iranian Rial,02/2000,1
Iranian Rial,01/1999,1
Iranian Rial,09/1999,1
Iranian Rial,10/1998,1
Iranian Rial,12/1998,1
Iranian Rial,06/1999,1
Israeli New Sheqel,02/2000,NaN
Israeli New Sheqel,01/1999,NaN
Israeli New Sheqel,09/1999,NaN
Israeli New Sheqel,10/1998,NaN
Israeli New Sheqel,12/1998,NaN
Israeli New Sheqel,06/1999,NaN
Kazakhstani Tenge,02/2000,NaN
Kazakhstani Tenge,01/1999,NaN
Kazakhstani Tenge,09/1999,NaN
Kazakhstani Tenge,10/1998,NaN
Kazakhstani Tenge,12/1998,NaN
Kazakhstani Tenge,06/1999,NaN
Korean Won,02/2000,1
Korean Won,01/1999,1
Korean Won,09/1999,1
Korean Won,10/1998,1
Korean Won,12/1998,1
Korean Won,06/1999,1
Kuwaiti Dinar,02/2000,0.306083125
Kuwaiti Dinar,01/1999,0.3017241666666666
Kuwaiti Dinar,09/1999,0.30390611111111115
Kuwaiti Dinar,10/1998,0.30153588235294115
Kuwaiti Dinar,12/1998,0.3018473684210527
Kuwaiti Dinar,06/1999,0.30631277777777777
Libyan Dinar(2),02/2000,0.6341149999999998
Libyan Dinar(2),01/1999,NaN
Libyan Dinar(2),09/1999,0.6341149999999997
Libyan Dinar(2),10/1998,0.5250000000000002
Libyan Dinar(2),12/1998,NaN
Libyan Dinar(2),06/1999,0.6341149999999997
Malaysian Ringgit,02/2000,3.7999999999999985
Malaysian Ringgit,01/1999,3.7999999999999985
Malaysian Ringgit,09/1999,3.7999999999999985
Malaysian Ringgit,10/1998,3.7999999999999985
Malaysian Ringgit,12/1998,3.7999999999999985
Malaysian Ringgit,06/1999,3.7999999999999985
Mauritian Rupee,02/2000,NaN
Mauritian Rupee,01/1999,NaN
Mauritian Rupee,09/1999,NaN
Mauritian Rupee,10/1998,NaN
Mauritian Rupee,12/1998,NaN
Mauritian Rupee,06/1999,NaN
Mexican Peso,02/2000,NaN
Mexican Peso,01/1999,NaN
Mexican Peso,09/1999,NaN
Mexican Peso,10/1998,NaN
Mexican Peso,12/1998,NaN
Mexican Peso,06/1999,NaN
Nepalese Rupee,02/2000,69.02
Nepalese Rupee,01/1999,67.67499999999998
Nepalese Rupee,09/1999,68.72499999999998
Nepalese Rupee,10/1998,68.08863636363634
Nepalese Rupee,12/1998,67.67499999999997
Nepalese Rupee,06/1999,67.96727272727274
New Zealand Dollar(1),02/2000,0.49122619047619054
New Zealand Dollar(1),01/1999,0.5388437500000001
New Zealand Dollar(1),09/1999,0.5224380952380953
New Zealand Dollar(1),10/1998,0.5222476190476191
New Zealand Dollar(1),12/1998,0.523011111111111
New Zealand Dollar(1),06/1999,0.5322785714285716
Norwegian Krone,02/2000,8.232365
Norwegian Krone,01/1999,7.452364999999999
Norwegian Krone,09/1999,7.835095454545455
Norwegian Krone,10/1998,7.428095454545454
Norwegian Krone,12/1998,7.57716842105263
Norwegian Krone,06/1999,7.870559090909091
Rial Omani,02/2000,0.3845
Rial Omani,01/1999,0.3845
Rial Omani,09/1999,0.3845
Rial Omani,10/1998,0.3845
Rial Omani,12/1998,0.3845
Rial Omani,06/1999,0.3845
Pakistani Rupee,02/2000,51.798442857142845
Pakistani Rupee,01/1999,46.115
Pakistani Rupee,09/1999,51.7231476190476
Pakistani Rupee,10/1998,46.115
Pakistani Rupee,12/1998,46.115
Pakistani Rupee,06/1999,51.46362619047619
Nuevo Sol,02/2000,NaN
Nuevo Sol,01/1999,NaN
Nuevo Sol,09/1999,NaN
Nuevo Sol,10/1998,NaN
Nuevo Sol,12/1998,NaN
Nuevo Sol,06/1999,NaN
Philippine Peso,02/2000,NaN
Philippine Peso,01/1999,NaN
Philippine Peso,09/1999,NaN
Philippine Peso,10/1998,NaN
Philippine Peso,12/1998,NaN
Philippine Peso,06/1999,NaN
Polish Zloty,02/2000,NaN
Polish Zloty,01/1999,NaN
Polish Zloty,09/1999,NaN
Polish Zloty,10/1998,NaN
Polish Zloty,12/1998,NaN
Polish Zloty,06/1999,NaN
Qatar Riyal,02/2000,3.6399999999999997
Qatar Riyal,01/1999,3.6399999999999997
Qatar Riyal,09/1999,3.64
Qatar Riyal,10/1998,3.64
Qatar Riyal,12/1998,3.64
Qatar Riyal,06/1999,3.64
Russian Ruble,02/2000,NaN
Russian Ruble,01/1999,NaN
Russian Ruble,09/1999,NaN
Russian Ruble,10/1998,NaN
Russian Ruble,12/1998,NaN
Russian Ruble,06/1999,NaN
Saudi Arabian Riyal,02/2000,3.7449999999999997
Saudi Arabian Riyal,01/1999,3.7449999999999997
Saudi Arabian Riyal,09/1999,3.745
Saudi Arabian Riyal,10/1998,3.745
Saudi Arabian Riyal,12/1998,3.745
Saudi Arabian Riyal,06/1999,3.745
Singapore Dollar,02/2000,1.7006350000000001
Singapore Dollar,01/1999,1.6780684210526315
Singapore Dollar,09/1999,1.6959681818181815
Singapore Dollar,10/1998,1.640280952380952
Singapore Dollar,12/1998,1.6530227272727274
Singapore Dollar,06/1999,1.7121181818181819
South African Rand,02/2000,6.318761904761904
South African Rand,01/1999,5.9838000000000005
South African Rand,09/1999,6.056452380952382
South African Rand,10/1998,5.797476190476189
South African Rand,12/1998,5.892190476190477
South African Rand,06/1999,6.078925
Sri Lanka Rupee,02/2000,72.83350000000002
Sri Lanka Rupee,01/1999,67.94777777777777
Sri Lanka Rupee,09/1999,71.21159090909092
Sri Lanka Rupee,10/1998,66.28675
Sri Lanka Rupee,12/1998,67.52630952380953
Sri Lanka Rupee,06/1999,70.62714285714284
Swedish Krona,02/2000,8.646190476190476
Swedish Krona,01/1999,7.819305263157894
Swedish Krona,09/1999,8.22
Swedish Krona,10/1998,7.8489545454545455
Swedish Krona,12/1998,8.052599999999998
Swedish Krona,06/1999,8.506904761904762
Swiss Franc,02/2000,1.633542857142857
Swiss Franc,01/1999,1.3836499999999998
Swiss Franc,09/1999,1.5253227272727272
Swiss Franc,10/1998,1.3356113636363636
Swiss Franc,12/1998,1.359118181818182
Swiss Franc,06/1999,1.5372454545454546
Thai Baht,02/2000,37.707300000000004
Thai Baht,01/1999,36.568125
Thai Baht,09/1999,39.83836363636363
Thai Baht,10/1998,38.140904761904764
Thai Baht,12/1998,36.2476875
Thai Baht,06/1999,36.91361904761905
Trinidad And Tobago Dollar,02/2000,6.270590476190478
Trinidad And Tobago Dollar,01/1999,6.2757000000000005
Trinidad And Tobago Dollar,09/1999,6.271581818181819
Trinidad And Tobago Dollar,10/1998,6.281895238095238
Trinidad And Tobago Dollar,12/1998,6.265842857142856
Trinidad And Tobago Dollar,06/1999,6.270547619047621
Tunisian Dinar,02/2000,NaN
Tunisian Dinar,01/1999,NaN
Tunisian Dinar,09/1999,NaN
Tunisian Dinar,10/1998,NaN
Tunisian Dinar,12/1998,NaN
Tunisian Dinar,06/1999,NaN
U.A.E. Dirham,02/2000,3.6725000000000003
U.A.E. Dirham,01/1999,3.6725000000000003
U.A.E. Dirham,09/1999,3.6725
U.A.E. Dirham,10/1998,3.6725
U.A.E. Dirham,12/1998,3.6725
U.A.E. Dirham,06/1999,3.6725
Peso Uruguayo,02/2000,NaN
Peso Uruguayo,01/1999,NaN
Peso Uruguayo,09/1999,NaN
Peso Uruguayo,10/1998,NaN
Peso Uruguayo,12/1998,NaN
Peso Uruguayo,06/1999,NaN
Bolivar Fuerte,02/2000,NaN
Bolivar Fuerte,01/1999,NaN
Bolivar Fuerte,09/1999,NaN
Bolivar Fuerte,10/1998,NaN
Bolivar Fuerte,12/1998,NaN
Bolivar Fuerte,06/1999,NaN
Euro(1),02/2000,0.9834238095238094
Euro(1),01/1999,1.1607800000000004
Euro(1),09/1999,1.0500772727272727
Euro(1),10/1998,1.18398
Euro(1),12/1998,1.1714015000000002
Euro(1),06/1999,1.0377545454545454
Euro(1),08/1998,NaN
Japanese Yen,02/2000,109.3415
Japanese Yen,01/1999,113.18105263157895
Japanese Yen,09/1999,107.57150000000001
Japanese Yen,10/1998,121.29818181818182
Japanese Yen,12/1998,117.62250000000002
Japanese Yen,06/1999,120.90181818181817
Japanese Yen,08/1998,144.6685714285714
U.K. Pound Sterling(1),02/2000,1.6000619047619045
U.K. Pound Sterling(1),01/1999,1.6511
U.K. Pound Sterling(1),09/1999,1.6229500000000008
U.K. Pound Sterling(1),10/1998,1.6945818181818182
U.K. Pound Sterling(1),12/1998,1.6704428571428576
U.K. Pound Sterling(1),06/1999,1.5957227272727275
U.K. Pound Sterling(1),08/1998,1.63129
U.S. Dollar,02/2000,1
U.S. Dollar,01/1999,1
U.S. Dollar,09/1999,1
U.S. Dollar,10/1998,1
U.S. Dollar,12/1998,1
U.S. Dollar,06/1999,1
U.S. Dollar,08/1998,1
Algerian Dinar,02/2000,NaN
Algerian Dinar,01/1999,NaN
Algerian Dinar,09/1999,NaN
Algerian Dinar,10/1998,NaN
Algerian Dinar,12/1998,NaN
Algerian Dinar,06/1999,NaN
Algerian Dinar,08/1998,NaN
Australian Dollar(1),02/2000,0.6291190476190476
Australian Dollar(1),01/1999,0.6316210526315791
Australian Dollar(1),09/1999,0.6488
Australian Dollar(1),10/1998,0.6188476190476191
Australian Dollar(1),12/1998,0.6191952380952381
Australian Dollar(1),06/1999,0.6555571428571428
Australian Dollar(1),08/1998,0.5895349999999999
Bahrain Dinar,02/2000,0.3760000000000001
Bahrain Dinar,01/1999,0.3760000000000001
Bahrain Dinar,09/1999,0.3760000000000001
Bahrain Dinar,10/1998,0.3760000000000001
Bahrain Dinar,12/1998,0.3760000000000001
Bahrain Dinar,06/1999,0.3760000000000001
Bahrain Dinar,08/1998,0.3760000000000001
Botswana Pula(1),02/2000,0.21119
Botswana Pula(1),01/1999,0.22089999999999999
Botswana Pula(1),09/1999,0.2183473684210526
Botswana Pula(1),10/1998,4.419191578947368
Botswana Pula(1),12/1998,0.2233157894736842
Botswana Pula(1),06/1999,0.21549545454545455
Botswana Pula(1),08/1998,4.7953725
Brazilian Real,02/2000,1.7755550000000002
Brazilian Real,01/1999,1.4623899999999999
Brazilian Real,09/1999,1.8987349999999998
Brazilian Real,10/1998,1.1872047619047619
Brazilian Real,12/1998,1.2042090909090908
Brazilian Real,06/1999,1.7624523809523809
Brazilian Real,08/1998,1.1702809523809525
Brunei Dollar,02/2000,1.7006350000000001
Brunei Dollar,01/1999,1.6698833333333332
Brunei Dollar,09/1999,1.6959681818181815
Brunei Dollar,10/1998,1.6297650000000004
Brunei Dollar,12/1998,1.6395176470588237
Brunei Dollar,06/1999,1.7121181818181819
Brunei Dollar,08/1998,NaN
Canadian Dollar,02/2000,1.4510666666666665
Canadian Dollar,01/1999,1.5192050000000004
Canadian Dollar,09/1999,1.4768238095238095
Canadian Dollar,10/1998,1.545042857142857
Canadian Dollar,12/1998,1.541957142857143
Canadian Dollar,06/1999,1.4690954545454544
Canadian Dollar,08/1998,1.5352900000000003
Chilean Peso,02/2000,503.61899999999997
Chilean Peso,01/1999,472.4749999999999
Chilean Peso,09/1999,490.5915000000001
Chilean Peso,10/1998,466.85249999999996
Chilean Peso,12/1998,469.9953333333333
Chilean Peso,06/1999,489.16700000000003
Chilean Peso,08/1998,473.802
Chinese Yuan,02/2000,8.278120000000001
Chinese Yuan,01/1999,8.278699999999999
Chinese Yuan,09/1999,8.277440000000002
Chinese Yuan,10/1998,8.2777
Chinese Yuan,12/1998,NaN
Chinese Yuan,06/1999,8.277986363636364
Chinese Yuan,08/1998,8.27995
Colombian Peso,02/2000,1
Colombian Peso,01/1999,1
Colombian Peso,09/1999,1.1428571428571428
Colombian Peso,10/1998,1
Colombian Peso,12/1998,1
Colombian Peso,06/1999,1
Colombian Peso,08/1998,1
Czech Koruna,02/2000,NaN
Czech Koruna,01/1999,NaN
Czech Koruna,09/1999,NaN
Czech Koruna,10/1998,NaN
Czech Koruna,12/1998,NaN
Czech Koruna,06/1999,NaN
Czech Koruna,08/1998,NaN
Danish Krone,02/2000,7.562347619047619
Danish Krone,01/1999,6.407685000000001
Danish Krone,09/1999,7.07755
Danish Krone,10/1998,6.228068181818181
Danish Krone,12/1998,6.347542857142858
Danish Krone,06/1999,7.158336363636363
Danish Krone,08/1998,6.80805
Hungarian Forint,02/2000,259.9528571428571
Hungarian Forint,01/1999,NaN
Hungarian Forint,09/1999,242.97
Hungarian Forint,10/1998,NaN
Hungarian Forint,12/1998,NaN
Hungarian Forint,06/1999,NaN
Hungarian Forint,08/1998,NaN
Icelandic Krona,02/2000,73.07473684210527
Icelandic Krona,01/1999,69.44526315789476
Icelandic Krona,09/1999,72.59909090909092
Icelandic Krona,10/1998,68.4659090909091
Icelandic Krona,12/1998,69.69950000000003
Icelandic Krona,06/1999,74.35857142857144
Icelandic Krona,08/1998,71.703
Indian Rupee,02/2000,43.61285714285715
Indian Rupee,01/1999,42.507999999999996
Indian Rupee,09/1999,43.53818181818182
Indian Rupee,10/1998,42.34499999999999
Indian Rupee,12/1998,42.554090909090895
Indian Rupee,06/1999,43.13727272727272
Indian Rupee,08/1998,42.7395238095238
Indonesian Rupiah,02/2000,NaN
Indonesian Rupiah,01/1999,NaN
Indonesian Rupiah,09/1999,NaN
Indonesian Rupiah,10/1998,NaN
Indonesian Rupiah,12/1998,NaN
Indonesian Rupiah,06/1999,NaN
Indonesian Rupiah,08/1998,NaN
Iranian Rial,02/2000,1
Iranian Rial,01/1999,1
Iranian Rial,09/1999,1
Iranian Rial,10/1998,1
Iranian Rial,12/1998,1
Iranian Rial,06/1999,1
Iranian Rial,08/1998,1
Israeli New Sheqel,02/2000,NaN
Israeli New Sheqel,01/1999,NaN
Israeli New Sheqel,09/1999,NaN
Israeli New Sheqel,10/1998,NaN
Israeli New Sheqel,12/1998,NaN
Israeli New Sheqel,06/1999,NaN
Israeli New Sheqel,08/1998,NaN
Kazakhstani Tenge,02/2000,NaN
Kazakhstani Tenge,01/1999,NaN
Kazakhstani Tenge,09/1999,NaN
Kazakhstani Tenge,10/1998,NaN
Kazakhstani Tenge,12/1998,NaN
Kazakhstani Tenge,06/1999,NaN
Kazakhstani Tenge,08/1998,NaN
Korean Won,02/2000,1
Korean Won,01/1999,1
Korean Won,09/1999,1
Korean Won,10/1998,1
Korean Won,12/1998,1
Korean Won,06/1999,1
Korean Won,08/1998,1
Kuwaiti Dinar,02/2000,0.306083125
Kuwaiti Dinar,01/1999,0.3017241666666666
Kuwaiti Dinar,09/1999,0.30390611111111115
Kuwaiti Dinar,10/1998,0.30153588235294115
Kuwaiti Dinar,12/1998,0.3018473684210527
Kuwaiti Dinar,06/1999,0.30631277777777777
Kuwaiti Dinar,08/1998,0.3070058823529412
Libyan Dinar(2),02/2000,0.6341149999999998
Libyan Dinar(2),01/1999,NaN
Libyan Dinar(2),09/1999,0.6341149999999997
Libyan Dinar(2),10/1998,0.5250000000000002
Libyan Dinar(2),12/1998,NaN
Libyan Dinar(2),06/1999,0.6341149999999997
Libyan Dinar(2),08/1998,0.5250000000000001
Malaysian Ringgit,02/2000,3.7999999999999985
Malaysian Ringgit,01/1999,3.7999999999999985
Malaysian Ringgit,09/1999,3.7999999999999985
Malaysian Ringgit,10/1998,3.7999999999999985
Malaysian Ringgit,12/1998,3.7999999999999985
Malaysian Ringgit,06/1999,3.7999999999999985
Malaysian Ringgit,08/1998,4.198175000000001
Mauritian Rupee,02/2000,NaN
Mauritian Rupee,01/1999,NaN
Mauritian Rupee,09/1999,NaN
Mauritian Rupee,10/1998,NaN
Mauritian Rupee,12/1998,NaN
Mauritian Rupee,06/1999,NaN
Mauritian Rupee,08/1998,NaN
Mexican Peso,02/2000,NaN
Mexican Peso,01/1999,NaN
Mexican Peso,09/1999,NaN
Mexican Peso,10/1998,NaN
Mexican Peso,12/1998,NaN
Mexican Peso,06/1999,NaN
Mexican Peso,08/1998,10.09
Nepalese Rupee,02/2000,69.02
Nepalese Rupee,01/1999,67.67499999999998
Nepalese Rupee,09/1999,68.72499999999998
Nepalese Rupee,10/1998,68.08863636363634
Nepalese Rupee,12/1998,67.67499999999997
Nepalese Rupee,06/1999,67.96727272727274
Nepalese Rupee,08/1998,68.23404761904763
New Zealand Dollar(1),02/2000,0.49122619047619054
New Zealand Dollar(1),01/1999,0.5388437500000001
New Zealand Dollar(1),09/1999,0.5224380952380953
New Zealand Dollar(1),10/1998,0.5222476190476191
New Zealand Dollar(1),12/1998,0.523011111111111
New Zealand Dollar(1),06/1999,0.5322785714285716
